INFO:root:=================================
INFO:root:0: ABF2_col_v3a
INFO:root:[1/1000]: train_auc: 78.59, train_loss: 0.6748, test_auc: 92.67, test_loss: 0.6456
INFO:root:=================================
INFO:root:28: ANAC079_col
INFO:root:[1/1000]: train_auc: 82.24, train_loss: 0.6637, test_auc: 89.98, test_loss: 0.6200
INFO:root:[2/1000]: train_auc: 89.96, train_loss: 0.5487, test_auc: 91.34, test_loss: 0.4647
INFO:root:[3/1000]: train_auc: 91.18, train_loss: 0.4079, test_auc: 91.90, test_loss: 0.3654
INFO:root:[4/1000]: train_auc: 91.95, train_loss: 0.3580, test_auc: 92.26, test_loss: 0.3496
INFO:root:[5/1000]: train_auc: 92.46, train_loss: 0.3393, test_auc: 92.51, test_loss: 0.3410
INFO:root:[6/1000]: train_auc: 92.85, train_loss: 0.3298, test_auc: 92.79, test_loss: 0.3329
INFO:root:[7/1000]: train_auc: 93.24, train_loss: 0.3233, test_auc: 93.02, test_loss: 0.3296
INFO:root:[8/1000]: train_auc: 93.65, train_loss: 0.3042, test_auc: 93.36, test_loss: 0.3167
INFO:root:[9/1000]: train_auc: 94.06, train_loss: 0.2983, test_auc: 93.75, test_loss: 0.3052
INFO:root:[10/1000]: train_auc: 94.55, train_loss: 0.2800, test_auc: 94.15, test_loss: 0.2941
INFO:root:[11/1000]: train_auc: 95.01, train_loss: 0.2654, test_auc: 94.57, test_loss: 0.2810
INFO:root:[12/1000]: train_auc: 95.49, train_loss: 0.2499, test_auc: 94.96, test_loss: 0.2691
INFO:root:[13/1000]: train_auc: 95.90, train_loss: 0.2387, test_auc: 95.32, test_loss: 0.2568
INFO:root:[14/1000]: train_auc: 96.32, train_loss: 0.2272, test_auc: 95.65, test_loss: 0.2454
INFO:root:[15/1000]: train_auc: 96.67, train_loss: 0.2097, test_auc: 95.90, test_loss: 0.2374
INFO:root:[16/1000]: train_auc: 96.99, train_loss: 0.2018, test_auc: 96.13, test_loss: 0.2278
INFO:root:[17/1000]: train_auc: 97.31, train_loss: 0.1913, test_auc: 96.28, test_loss: 0.2219
INFO:root:[18/1000]: train_auc: 97.59, train_loss: 0.1820, test_auc: 96.45, test_loss: 0.2161
INFO:root:[19/1000]: train_auc: 97.82, train_loss: 0.1701, test_auc: 96.55, test_loss: 0.2117
INFO:root:[20/1000]: train_auc: 98.03, train_loss: 0.1651, test_auc: 96.60, test_loss: 0.2093
INFO:root:[21/1000]: train_auc: 98.23, train_loss: 0.1591, test_auc: 96.69, test_loss: 0.2076
INFO:root:[22/1000]: train_auc: 98.49, train_loss: 0.1523, test_auc: 96.72, test_loss: 0.2063
INFO:root:[23/1000]: train_auc: 98.59, train_loss: 0.1428, test_auc: 96.76, test_loss: 0.2045
INFO:root:[24/1000]: train_auc: 98.76, train_loss: 0.1346, test_auc: 96.76, test_loss: 0.2095
INFO:root:[25/1000]: train_auc: 98.88, train_loss: 0.1281, test_auc: 96.77, test_loss: 0.2063
INFO:root:[26/1000]: train_auc: 99.01, train_loss: 0.1238, test_auc: 96.77, test_loss: 0.2045
INFO:root:[27/1000]: train_auc: 99.15, train_loss: 0.1176, test_auc: 96.79, test_loss: 0.2046
INFO:root:[28/1000]: train_auc: 99.25, train_loss: 0.1116, test_auc: 96.80, test_loss: 0.2049
INFO:root:[29/1000]: train_auc: 99.34, train_loss: 0.1079, test_auc: 96.81, test_loss: 0.2066
INFO:root:[30/1000]: train_auc: 99.43, train_loss: 0.0975, test_auc: 96.78, test_loss: 0.2105
INFO:root:[31/1000]: train_auc: 99.50, train_loss: 0.0949, test_auc: 96.81, test_loss: 0.2086
INFO:root:[32/1000]: train_auc: 99.57, train_loss: 0.0884, test_auc: 96.78, test_loss: 0.2129
INFO:root:[33/1000]: train_auc: 99.60, train_loss: 0.0836, test_auc: 96.76, test_loss: 0.2136
INFO:root:[34/1000]: train_auc: 99.67, train_loss: 0.0820, test_auc: 96.78, test_loss: 0.2196
INFO:root:[35/1000]: train_auc: 99.71, train_loss: 0.0791, test_auc: 96.77, test_loss: 0.2189
INFO:root:[36/1000]: train_auc: 99.77, train_loss: 0.0712, test_auc: 96.75, test_loss: 0.2193
INFO:root:exec time: 20 s, best_auc: 96.81
INFO:root:=================================
INFO:root:29: ANAC083_colamp_a
INFO:root:[1/1000]: train_auc: 82.44, train_loss: 0.5681, test_auc: 88.29, test_loss: 0.4352
INFO:root:[2/1000]: train_auc: 89.58, train_loss: 0.4090, test_auc: 91.09, test_loss: 0.3776
INFO:root:[3/1000]: train_auc: 92.91, train_loss: 0.3336, test_auc: 94.19, test_loss: 0.2974
INFO:root:[4/1000]: train_auc: 95.26, train_loss: 0.2582, test_auc: 95.61, test_loss: 0.2449
INFO:root:[5/1000]: train_auc: 96.25, train_loss: 0.2186, test_auc: 96.13, test_loss: 0.2221
INFO:root:[6/1000]: train_auc: 96.83, train_loss: 0.1995, test_auc: 96.41, test_loss: 0.2133
INFO:root:[7/1000]: train_auc: 97.18, train_loss: 0.1880, test_auc: 96.52, test_loss: 0.2057
INFO:root:[8/1000]: train_auc: 97.46, train_loss: 0.1798, test_auc: 96.66, test_loss: 0.2019
INFO:root:[9/1000]: train_auc: 97.68, train_loss: 0.1728, test_auc: 96.73, test_loss: 0.2004
INFO:root:[10/1000]: train_auc: 97.87, train_loss: 0.1665, test_auc: 96.79, test_loss: 0.1986
INFO:root:[11/1000]: train_auc: 98.02, train_loss: 0.1608, test_auc: 96.85, test_loss: 0.1988
INFO:root:[12/1000]: train_auc: 98.17, train_loss: 0.1555, test_auc: 96.89, test_loss: 0.1975
INFO:root:[13/1000]: train_auc: 98.34, train_loss: 0.1495, test_auc: 96.89, test_loss: 0.1976
INFO:root:[14/1000]: train_auc: 98.49, train_loss: 0.1442, test_auc: 96.93, test_loss: 0.2034
INFO:root:[15/1000]: train_auc: 98.60, train_loss: 0.1387, test_auc: 97.00, test_loss: 0.1985
INFO:root:[16/1000]: train_auc: 98.71, train_loss: 0.1347, test_auc: 96.98, test_loss: 0.2003
INFO:root:[17/1000]: train_auc: 98.81, train_loss: 0.1295, test_auc: 97.03, test_loss: 0.2016
INFO:root:[18/1000]: train_auc: 98.92, train_loss: 0.1241, test_auc: 97.00, test_loss: 0.2013
INFO:root:[19/1000]: train_auc: 99.02, train_loss: 0.1185, test_auc: 97.03, test_loss: 0.2062
INFO:root:[20/1000]: train_auc: 99.10, train_loss: 0.1140, test_auc: 97.05, test_loss: 0.2066
INFO:root:[21/1000]: train_auc: 99.19, train_loss: 0.1086, test_auc: 97.06, test_loss: 0.2076
INFO:root:[22/1000]: train_auc: 99.25, train_loss: 0.1048, test_auc: 97.05, test_loss: 0.2104
INFO:root:[23/1000]: train_auc: 99.31, train_loss: 0.1018, test_auc: 97.09, test_loss: 0.2132
INFO:root:[24/1000]: train_auc: 99.38, train_loss: 0.0964, test_auc: 97.05, test_loss: 0.2173
INFO:root:[25/1000]: train_auc: 99.43, train_loss: 0.0927, test_auc: 97.05, test_loss: 0.2181
INFO:root:[26/1000]: train_auc: 99.50, train_loss: 0.0873, test_auc: 96.93, test_loss: 0.2230
INFO:root:[27/1000]: train_auc: 99.54, train_loss: 0.0841, test_auc: 97.03, test_loss: 0.2244
INFO:root:[28/1000]: train_auc: 99.59, train_loss: 0.0793, test_auc: 96.94, test_loss: 0.2282
INFO:root:exec time: 29 s, best_auc: 97.09
INFO:root:=================================
INFO:root:30: ANAC087_col_v3a
INFO:root:[1/1000]: train_auc: 82.43, train_loss: 0.6698, test_auc: 90.59, test_loss: 0.6378
INFO:root:[2/1000]: train_auc: 90.84, train_loss: 0.5867, test_auc: 91.86, test_loss: 0.5178
INFO:root:[3/1000]: train_auc: 91.70, train_loss: 0.4487, test_auc: 92.34, test_loss: 0.3833
INFO:root:[4/1000]: train_auc: 92.36, train_loss: 0.3568, test_auc: 92.73, test_loss: 0.3390
INFO:root:[5/1000]: train_auc: 92.91, train_loss: 0.3331, test_auc: 93.08, test_loss: 0.3275
INFO:root:[6/1000]: train_auc: 93.34, train_loss: 0.3221, test_auc: 93.39, test_loss: 0.3196
INFO:root:[7/1000]: train_auc: 93.70, train_loss: 0.3128, test_auc: 93.62, test_loss: 0.3122
INFO:root:[8/1000]: train_auc: 94.06, train_loss: 0.3029, test_auc: 93.90, test_loss: 0.3049
INFO:root:[9/1000]: train_auc: 94.41, train_loss: 0.2919, test_auc: 94.19, test_loss: 0.2946
INFO:root:[10/1000]: train_auc: 94.75, train_loss: 0.2817, test_auc: 94.47, test_loss: 0.2861
INFO:root:[11/1000]: train_auc: 95.19, train_loss: 0.2684, test_auc: 94.77, test_loss: 0.2751
INFO:root:[12/1000]: train_auc: 95.61, train_loss: 0.2550, test_auc: 95.10, test_loss: 0.2645
INFO:root:[13/1000]: train_auc: 95.99, train_loss: 0.2423, test_auc: 95.38, test_loss: 0.2551
INFO:root:[14/1000]: train_auc: 96.37, train_loss: 0.2293, test_auc: 95.66, test_loss: 0.2459
INFO:root:[15/1000]: train_auc: 96.69, train_loss: 0.2180, test_auc: 95.89, test_loss: 0.2389
INFO:root:[16/1000]: train_auc: 97.01, train_loss: 0.2071, test_auc: 96.08, test_loss: 0.2315
INFO:root:[17/1000]: train_auc: 97.32, train_loss: 0.1966, test_auc: 96.21, test_loss: 0.2297
INFO:root:[18/1000]: train_auc: 97.46, train_loss: 0.1898, test_auc: 96.36, test_loss: 0.2213
INFO:root:[19/1000]: train_auc: 97.80, train_loss: 0.1785, test_auc: 96.47, test_loss: 0.2181
INFO:root:[20/1000]: train_auc: 97.99, train_loss: 0.1701, test_auc: 96.57, test_loss: 0.2140
INFO:root:[21/1000]: train_auc: 98.18, train_loss: 0.1629, test_auc: 96.68, test_loss: 0.2130
INFO:root:[22/1000]: train_auc: 98.35, train_loss: 0.1552, test_auc: 96.72, test_loss: 0.2101
INFO:root:[23/1000]: train_auc: 98.56, train_loss: 0.1479, test_auc: 96.75, test_loss: 0.2128
INFO:root:[24/1000]: train_auc: 98.65, train_loss: 0.1424, test_auc: 96.82, test_loss: 0.2063
INFO:root:[25/1000]: train_auc: 98.83, train_loss: 0.1336, test_auc: 96.88, test_loss: 0.2045
INFO:root:[26/1000]: train_auc: 98.97, train_loss: 0.1263, test_auc: 96.91, test_loss: 0.2038
INFO:root:[27/1000]: train_auc: 99.09, train_loss: 0.1192, test_auc: 96.93, test_loss: 0.2041
INFO:root:[28/1000]: train_auc: 99.20, train_loss: 0.1126, test_auc: 96.96, test_loss: 0.2039
INFO:root:[29/1000]: train_auc: 99.31, train_loss: 0.1064, test_auc: 96.98, test_loss: 0.2040
INFO:root:[30/1000]: train_auc: 99.40, train_loss: 0.0997, test_auc: 97.02, test_loss: 0.2042
INFO:root:[31/1000]: train_auc: 99.46, train_loss: 0.0947, test_auc: 97.02, test_loss: 0.2088
INFO:root:[32/1000]: train_auc: 99.55, train_loss: 0.0887, test_auc: 97.02, test_loss: 0.2057
INFO:root:[33/1000]: train_auc: 99.61, train_loss: 0.0823, test_auc: 97.01, test_loss: 0.2080
INFO:root:[34/1000]: train_auc: 99.66, train_loss: 0.0775, test_auc: 97.03, test_loss: 0.2109
INFO:root:[35/1000]: train_auc: 99.73, train_loss: 0.0717, test_auc: 97.04, test_loss: 0.2131
INFO:root:[36/1000]: train_auc: 99.76, train_loss: 0.0674, test_auc: 97.04, test_loss: 0.2138
INFO:root:[37/1000]: train_auc: 99.80, train_loss: 0.0623, test_auc: 97.03, test_loss: 0.2174
INFO:root:[38/1000]: train_auc: 99.82, train_loss: 0.0590, test_auc: 97.03, test_loss: 0.2178
INFO:root:[39/1000]: train_auc: 99.85, train_loss: 0.0560, test_auc: 97.02, test_loss: 0.2318
INFO:root:[40/1000]: train_auc: 99.88, train_loss: 0.0516, test_auc: 97.02, test_loss: 0.2213
INFO:root:[41/1000]: train_auc: 99.90, train_loss: 0.0467, test_auc: 97.02, test_loss: 0.2262
INFO:root:exec time: 21 s, best_auc: 97.04
INFO:root:=================================
INFO:root:31: ANAC092_col_v3a
INFO:root:[1/1000]: train_auc: 77.66, train_loss: 0.6682, test_auc: 85.47, test_loss: 0.6322
INFO:root:[2/1000]: train_auc: 85.84, train_loss: 0.5773, test_auc: 86.91, test_loss: 0.5059
INFO:root:[3/1000]: train_auc: 86.95, train_loss: 0.4647, test_auc: 87.39, test_loss: 0.4375
INFO:root:[4/1000]: train_auc: 87.72, train_loss: 0.4299, test_auc: 87.80, test_loss: 0.4203
INFO:root:[5/1000]: train_auc: 88.38, train_loss: 0.4135, test_auc: 88.15, test_loss: 0.4091
INFO:root:[6/1000]: train_auc: 88.89, train_loss: 0.3997, test_auc: 88.52, test_loss: 0.3987
INFO:root:[7/1000]: train_auc: 89.50, train_loss: 0.3874, test_auc: 88.96, test_loss: 0.3874
INFO:root:[8/1000]: train_auc: 90.15, train_loss: 0.3728, test_auc: 89.49, test_loss: 0.3752
INFO:root:[9/1000]: train_auc: 90.94, train_loss: 0.3567, test_auc: 90.08, test_loss: 0.3626
INFO:root:[10/1000]: train_auc: 91.77, train_loss: 0.3396, test_auc: 90.76, test_loss: 0.3487
INFO:root:[11/1000]: train_auc: 92.67, train_loss: 0.3213, test_auc: 91.39, test_loss: 0.3361
INFO:root:[12/1000]: train_auc: 93.61, train_loss: 0.3025, test_auc: 91.98, test_loss: 0.3236
INFO:root:[13/1000]: train_auc: 94.30, train_loss: 0.2847, test_auc: 92.41, test_loss: 0.3135
INFO:root:[14/1000]: train_auc: 95.08, train_loss: 0.2681, test_auc: 92.81, test_loss: 0.3040
INFO:root:[15/1000]: train_auc: 95.61, train_loss: 0.2542, test_auc: 93.10, test_loss: 0.2973
INFO:root:[16/1000]: train_auc: 96.17, train_loss: 0.2399, test_auc: 93.37, test_loss: 0.2939
INFO:root:[17/1000]: train_auc: 96.57, train_loss: 0.2278, test_auc: 93.49, test_loss: 0.2890
INFO:root:[18/1000]: train_auc: 96.88, train_loss: 0.2163, test_auc: 93.67, test_loss: 0.2869
INFO:root:[19/1000]: train_auc: 97.31, train_loss: 0.2064, test_auc: 93.71, test_loss: 0.2865
INFO:root:[20/1000]: train_auc: 97.54, train_loss: 0.1973, test_auc: 93.73, test_loss: 0.2911
INFO:root:[21/1000]: train_auc: 97.79, train_loss: 0.1877, test_auc: 93.86, test_loss: 0.2875
INFO:root:[22/1000]: train_auc: 98.02, train_loss: 0.1783, test_auc: 93.89, test_loss: 0.2864
INFO:root:[23/1000]: train_auc: 98.27, train_loss: 0.1691, test_auc: 93.96, test_loss: 0.2869
INFO:root:[24/1000]: train_auc: 98.44, train_loss: 0.1610, test_auc: 93.94, test_loss: 0.2905
INFO:root:[25/1000]: train_auc: 98.53, train_loss: 0.1573, test_auc: 93.99, test_loss: 0.2909
INFO:root:[26/1000]: train_auc: 98.79, train_loss: 0.1454, test_auc: 94.02, test_loss: 0.2916
INFO:root:[27/1000]: train_auc: 98.95, train_loss: 0.1368, test_auc: 94.05, test_loss: 0.2951
INFO:root:[28/1000]: train_auc: 99.09, train_loss: 0.1289, test_auc: 94.04, test_loss: 0.2972
INFO:root:[29/1000]: train_auc: 99.19, train_loss: 0.1219, test_auc: 94.10, test_loss: 0.3011
INFO:root:[30/1000]: train_auc: 99.29, train_loss: 0.1158, test_auc: 94.08, test_loss: 0.3063
INFO:root:[31/1000]: train_auc: 99.39, train_loss: 0.1090, test_auc: 94.07, test_loss: 0.3068
INFO:root:[32/1000]: train_auc: 99.47, train_loss: 0.1023, test_auc: 94.07, test_loss: 0.3123
INFO:root:[33/1000]: train_auc: 99.55, train_loss: 0.0961, test_auc: 94.10, test_loss: 0.3170
INFO:root:[34/1000]: train_auc: 99.58, train_loss: 0.0920, test_auc: 94.05, test_loss: 0.3367
INFO:root:exec time: 19 s, best_auc: 94.10
INFO:root:=================================
INFO:root:32: ANAC094_col_a
INFO:root:[1/1000]: train_auc: 56.84, train_loss: 0.6906, test_auc: 69.08, test_loss: 0.6841
INFO:root:[2/1000]: train_auc: 75.01, train_loss: 0.6785, test_auc: 77.07, test_loss: 0.6727
INFO:root:[3/1000]: train_auc: 80.08, train_loss: 0.6650, test_auc: 79.75, test_loss: 0.6586
INFO:root:[4/1000]: train_auc: 81.95, train_loss: 0.6477, test_auc: 80.91, test_loss: 0.6402
INFO:root:[5/1000]: train_auc: 82.61, train_loss: 0.6257, test_auc: 81.53, test_loss: 0.6170
INFO:root:[6/1000]: train_auc: 83.29, train_loss: 0.5986, test_auc: 81.93, test_loss: 0.5908
INFO:root:[7/1000]: train_auc: 83.46, train_loss: 0.5701, test_auc: 82.13, test_loss: 0.5637
INFO:root:[8/1000]: train_auc: 83.85, train_loss: 0.5407, test_auc: 82.36, test_loss: 0.5401
INFO:root:[9/1000]: train_auc: 84.12, train_loss: 0.5161, test_auc: 82.59, test_loss: 0.5233
INFO:root:[10/1000]: train_auc: 84.62, train_loss: 0.4940, test_auc: 82.85, test_loss: 0.5136
INFO:root:[11/1000]: train_auc: 84.99, train_loss: 0.4835, test_auc: 83.02, test_loss: 0.5096
INFO:root:[12/1000]: train_auc: 85.47, train_loss: 0.4730, test_auc: 83.17, test_loss: 0.5066
INFO:root:[13/1000]: train_auc: 85.88, train_loss: 0.4683, test_auc: 83.33, test_loss: 0.5056
INFO:root:[14/1000]: train_auc: 86.32, train_loss: 0.4609, test_auc: 83.45, test_loss: 0.5027
INFO:root:[15/1000]: train_auc: 86.76, train_loss: 0.4541, test_auc: 83.59, test_loss: 0.5013
INFO:root:[16/1000]: train_auc: 87.24, train_loss: 0.4466, test_auc: 83.72, test_loss: 0.4977
INFO:root:[17/1000]: train_auc: 87.68, train_loss: 0.4399, test_auc: 83.88, test_loss: 0.4953
INFO:root:[18/1000]: train_auc: 88.07, train_loss: 0.4325, test_auc: 84.04, test_loss: 0.4925
INFO:root:[19/1000]: train_auc: 88.54, train_loss: 0.4257, test_auc: 84.18, test_loss: 0.4900
INFO:root:[20/1000]: train_auc: 88.91, train_loss: 0.4185, test_auc: 84.38, test_loss: 0.4880
INFO:root:[21/1000]: train_auc: 89.42, train_loss: 0.4099, test_auc: 84.49, test_loss: 0.4849
INFO:root:[22/1000]: train_auc: 89.86, train_loss: 0.4016, test_auc: 84.75, test_loss: 0.4810
INFO:root:[23/1000]: train_auc: 90.31, train_loss: 0.3942, test_auc: 84.96, test_loss: 0.4778
INFO:root:[24/1000]: train_auc: 90.84, train_loss: 0.3855, test_auc: 85.15, test_loss: 0.4743
INFO:root:[25/1000]: train_auc: 91.33, train_loss: 0.3746, test_auc: 85.43, test_loss: 0.4712
INFO:root:[26/1000]: train_auc: 91.85, train_loss: 0.3668, test_auc: 85.64, test_loss: 0.4668
INFO:root:[27/1000]: train_auc: 92.44, train_loss: 0.3538, test_auc: 85.91, test_loss: 0.4630
INFO:root:[28/1000]: train_auc: 92.95, train_loss: 0.3426, test_auc: 86.13, test_loss: 0.4580
INFO:root:[29/1000]: train_auc: 93.57, train_loss: 0.3304, test_auc: 86.38, test_loss: 0.4537
INFO:root:[30/1000]: train_auc: 94.09, train_loss: 0.3206, test_auc: 86.62, test_loss: 0.4498
INFO:root:[31/1000]: train_auc: 94.68, train_loss: 0.3080, test_auc: 86.89, test_loss: 0.4439
INFO:root:[32/1000]: train_auc: 95.28, train_loss: 0.2952, test_auc: 87.14, test_loss: 0.4398
INFO:root:[33/1000]: train_auc: 95.85, train_loss: 0.2819, test_auc: 87.41, test_loss: 0.4348
INFO:root:[34/1000]: train_auc: 96.32, train_loss: 0.2686, test_auc: 87.63, test_loss: 0.4308
INFO:root:[35/1000]: train_auc: 96.84, train_loss: 0.2550, test_auc: 87.82, test_loss: 0.4272
INFO:root:[36/1000]: train_auc: 97.31, train_loss: 0.2421, test_auc: 88.05, test_loss: 0.4233
INFO:root:[37/1000]: train_auc: 97.71, train_loss: 0.2291, test_auc: 88.24, test_loss: 0.4218
INFO:root:[38/1000]: train_auc: 98.11, train_loss: 0.2171, test_auc: 88.37, test_loss: 0.4178
INFO:root:[39/1000]: train_auc: 98.34, train_loss: 0.2055, test_auc: 88.58, test_loss: 0.4167
INFO:root:[40/1000]: train_auc: 98.69, train_loss: 0.1915, test_auc: 88.76, test_loss: 0.4125
INFO:root:[41/1000]: train_auc: 98.91, train_loss: 0.1807, test_auc: 88.84, test_loss: 0.4118
INFO:root:[42/1000]: train_auc: 99.11, train_loss: 0.1687, test_auc: 88.94, test_loss: 0.4192
INFO:root:[43/1000]: train_auc: 99.26, train_loss: 0.1611, test_auc: 89.04, test_loss: 0.4107
INFO:root:[44/1000]: train_auc: 99.38, train_loss: 0.1507, test_auc: 89.08, test_loss: 0.4236
INFO:root:[45/1000]: train_auc: 99.49, train_loss: 0.1400, test_auc: 89.15, test_loss: 0.4114
INFO:root:[46/1000]: train_auc: 99.61, train_loss: 0.1321, test_auc: 89.16, test_loss: 0.4175
INFO:root:[47/1000]: train_auc: 99.69, train_loss: 0.1224, test_auc: 89.18, test_loss: 0.4238
INFO:root:[48/1000]: train_auc: 99.76, train_loss: 0.1146, test_auc: 89.27, test_loss: 0.4180
INFO:root:[49/1000]: train_auc: 99.80, train_loss: 0.1069, test_auc: 89.27, test_loss: 0.4238
INFO:root:[50/1000]: train_auc: 99.86, train_loss: 0.0994, test_auc: 89.28, test_loss: 0.4264
INFO:root:[51/1000]: train_auc: 99.89, train_loss: 0.0928, test_auc: 89.33, test_loss: 0.4321
INFO:root:[52/1000]: train_auc: 99.92, train_loss: 0.0864, test_auc: 89.30, test_loss: 0.4344
INFO:root:[53/1000]: train_auc: 99.93, train_loss: 0.0807, test_auc: 89.32, test_loss: 0.4481
INFO:root:[54/1000]: train_auc: 99.96, train_loss: 0.0753, test_auc: 89.32, test_loss: 0.4404
INFO:root:[55/1000]: train_auc: 99.96, train_loss: 0.0708, test_auc: 89.33, test_loss: 0.4527
INFO:root:[56/1000]: train_auc: 99.98, train_loss: 0.0656, test_auc: 89.30, test_loss: 0.4574
INFO:root:[57/1000]: train_auc: 99.99, train_loss: 0.0612, test_auc: 89.28, test_loss: 0.4613
INFO:root:[58/1000]: train_auc: 99.99, train_loss: 0.0572, test_auc: 89.30, test_loss: 0.4591
INFO:root:[59/1000]: train_auc: 100.00, train_loss: 0.0541, test_auc: 89.33, test_loss: 0.4739
INFO:root:[60/1000]: train_auc: 100.00, train_loss: 0.0501, test_auc: 89.29, test_loss: 0.4745
INFO:root:[61/1000]: train_auc: 100.00, train_loss: 0.0468, test_auc: 89.25, test_loss: 0.4810
INFO:root:[62/1000]: train_auc: 100.00, train_loss: 0.0437, test_auc: 89.27, test_loss: 0.4875
INFO:root:[63/1000]: train_auc: 100.00, train_loss: 0.0409, test_auc: 89.29, test_loss: 0.4905
INFO:root:[64/1000]: train_auc: 100.00, train_loss: 0.0386, test_auc: 89.28, test_loss: 0.4998
INFO:root:exec time: 20 s, best_auc: 89.33
INFO:root:=================================
INFO:root:33: ANAC096_colamp_a
INFO:root:[1/1000]: train_auc: 80.31, train_loss: 0.6728, test_auc: 88.21, test_loss: 0.6453
INFO:root:[2/1000]: train_auc: 88.60, train_loss: 0.6099, test_auc: 89.16, test_loss: 0.5589
INFO:root:[3/1000]: train_auc: 88.91, train_loss: 0.5108, test_auc: 89.33, test_loss: 0.4533
INFO:root:[4/1000]: train_auc: 89.61, train_loss: 0.4258, test_auc: 89.72, test_loss: 0.4027
INFO:root:[5/1000]: train_auc: 90.33, train_loss: 0.3907, test_auc: 90.30, test_loss: 0.3824
INFO:root:[6/1000]: train_auc: 91.01, train_loss: 0.3683, test_auc: 90.84, test_loss: 0.3657
INFO:root:[7/1000]: train_auc: 91.58, train_loss: 0.3528, test_auc: 91.37, test_loss: 0.3504
INFO:root:[8/1000]: train_auc: 92.10, train_loss: 0.3379, test_auc: 91.80, test_loss: 0.3350
INFO:root:[9/1000]: train_auc: 92.58, train_loss: 0.3232, test_auc: 92.18, test_loss: 0.3207
INFO:root:[10/1000]: train_auc: 93.04, train_loss: 0.3069, test_auc: 92.51, test_loss: 0.3097
INFO:root:[11/1000]: train_auc: 93.50, train_loss: 0.2944, test_auc: 92.81, test_loss: 0.2984
INFO:root:[12/1000]: train_auc: 93.89, train_loss: 0.2838, test_auc: 93.07, test_loss: 0.2904
INFO:root:[13/1000]: train_auc: 94.33, train_loss: 0.2731, test_auc: 93.33, test_loss: 0.2823
INFO:root:[14/1000]: train_auc: 94.71, train_loss: 0.2648, test_auc: 93.59, test_loss: 0.2788
INFO:root:[15/1000]: train_auc: 95.06, train_loss: 0.2573, test_auc: 93.72, test_loss: 0.2740
INFO:root:[16/1000]: train_auc: 95.50, train_loss: 0.2468, test_auc: 93.86, test_loss: 0.2702
INFO:root:[17/1000]: train_auc: 95.78, train_loss: 0.2418, test_auc: 93.93, test_loss: 0.2678
INFO:root:[18/1000]: train_auc: 96.14, train_loss: 0.2329, test_auc: 94.04, test_loss: 0.2664
INFO:root:[19/1000]: train_auc: 96.47, train_loss: 0.2261, test_auc: 94.16, test_loss: 0.2639
INFO:root:[20/1000]: train_auc: 96.85, train_loss: 0.2178, test_auc: 94.30, test_loss: 0.2613
INFO:root:[21/1000]: train_auc: 97.16, train_loss: 0.2073, test_auc: 94.31, test_loss: 0.2627
INFO:root:[22/1000]: train_auc: 97.38, train_loss: 0.1994, test_auc: 94.46, test_loss: 0.2585
INFO:root:[23/1000]: train_auc: 97.66, train_loss: 0.1929, test_auc: 94.64, test_loss: 0.2561
INFO:root:[24/1000]: train_auc: 97.97, train_loss: 0.1846, test_auc: 94.69, test_loss: 0.2582
INFO:root:[25/1000]: train_auc: 98.15, train_loss: 0.1759, test_auc: 94.74, test_loss: 0.2546
INFO:root:[26/1000]: train_auc: 98.38, train_loss: 0.1656, test_auc: 94.78, test_loss: 0.2554
INFO:root:[27/1000]: train_auc: 98.57, train_loss: 0.1591, test_auc: 94.96, test_loss: 0.2511
INFO:root:[28/1000]: train_auc: 98.76, train_loss: 0.1506, test_auc: 94.95, test_loss: 0.2520
INFO:root:[29/1000]: train_auc: 98.92, train_loss: 0.1425, test_auc: 95.03, test_loss: 0.2521
INFO:root:[30/1000]: train_auc: 99.07, train_loss: 0.1354, test_auc: 95.03, test_loss: 0.2527
INFO:root:[31/1000]: train_auc: 99.21, train_loss: 0.1270, test_auc: 95.12, test_loss: 0.2519
INFO:root:[32/1000]: train_auc: 99.34, train_loss: 0.1192, test_auc: 95.18, test_loss: 0.2561
INFO:root:[33/1000]: train_auc: 99.38, train_loss: 0.1149, test_auc: 95.12, test_loss: 0.2578
INFO:root:[34/1000]: train_auc: 99.50, train_loss: 0.1072, test_auc: 95.24, test_loss: 0.2622
INFO:root:[35/1000]: train_auc: 99.56, train_loss: 0.1008, test_auc: 95.26, test_loss: 0.2586
INFO:root:[36/1000]: train_auc: 99.65, train_loss: 0.0933, test_auc: 95.27, test_loss: 0.2665
INFO:root:[37/1000]: train_auc: 99.72, train_loss: 0.0880, test_auc: 95.27, test_loss: 0.2615
INFO:root:[38/1000]: train_auc: 99.74, train_loss: 0.0815, test_auc: 95.27, test_loss: 0.2693
INFO:root:[39/1000]: train_auc: 99.82, train_loss: 0.0751, test_auc: 95.32, test_loss: 0.2682
INFO:root:[40/1000]: train_auc: 99.84, train_loss: 0.0723, test_auc: 95.32, test_loss: 0.2767
INFO:root:[41/1000]: train_auc: 99.88, train_loss: 0.0652, test_auc: 95.34, test_loss: 0.2745
INFO:root:[42/1000]: train_auc: 99.90, train_loss: 0.0612, test_auc: 95.36, test_loss: 0.2898
INFO:root:[43/1000]: train_auc: 99.92, train_loss: 0.0564, test_auc: 95.29, test_loss: 0.2874
INFO:root:[44/1000]: train_auc: 99.94, train_loss: 0.0527, test_auc: 95.33, test_loss: 0.2915
